Месяц,Мсц (цифрой),Дата,Сумма,Кошелек,Направление бизнеса,[counterparty_1ef22baea0],Назначение платежа,Статья
Ноябрь,11,15.11.2024,"-15 000,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_1a1a5bdea0],Содержание торговых точек
Ноябрь,11,15.11.2024,"-15 000,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_5130524ce8],Зарплата административного персонала
Ноябрь,11,15.11.2024,"-35 000,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_a2640e354e],Зарплата административного персонала
Ноябрь,11,15.11.2024,"-30 000,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_ed8353ffe0],Зарплата административного персонала
Ноябрь,11,15.11.2024,"-2 500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_0fbf8e1938],Зарплата производственного персонала
Ноябрь,11,15.11.2024,"-3 500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_70a5b32f3c],Содержание торговых точек
Ноябрь,11,16.11.2024,"-12 100,00",Сейф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,18.11.2024,"-1 500,00",Сейф,Общее,[counterparty_416f60a5fd],[private_text_367cc8b1cc],Содержание офиса
Ноябрь,11,18.11.2024,"-1 479,00",Сейф,Общее,[counterparty_db1aef506b],,Возвраты клиентам
Ноябрь,11,18.11.2024,"150,00",Сейф,Общее,[counterparty_3f0fc87298],[private_text_402b886a39],Прочие поступления
Ноябрь,11,15.11.2024,"-4 763,00",ТК Черникова,Общее,[counterparty_d2a9714437],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-4 471,35",ТК Черникова,Общее,[counterparty_5ea766e786],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-10 415,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"12,39",ТК Черникова,Общее,,,Корретировки кассы +
Ноябрь,11,15.11.2024,"-1 065,00",ТК Черникова,Общее,[counterparty_db1aef506b],,Возвраты клиентам
Ноябрь,11,15.11.2024,"-17 030,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,15.11.2024,"31 044,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,16.11.2024,"-2 500,00",ТК Черникова,Общее,[counterparty_552231dcd7],[private_text_0fbf8e1938],Зарплата производственного персонала
Ноябрь,11,16.11.2024,"12 100,00",ТК Черникова,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,16.11.2024,"-16 400,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,16.11.2024,"36 847,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,17.11.2024,"-10 860,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Ноябрь,11,17.11.2024,"15 957,25",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,17.11.2024,"-1 800,00",ТК Черникова,Общее,[counterparty_552231dcd7],[private_text_0fbf8e1938],Зарплата производственного персонала
Ноябрь,11,15.11.2024,"-3 936,54",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,17.11.2024,"-359,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,15.11.2024,"29 997,75",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,15.11.2024,"-61,32",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,16.11.2024,"37 651,66",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,16.11.2024,"-57,60",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,17.11.2024,"29 495,87",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,17.11.2024,"-19,95",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,15.11.2024,"61 851,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,15.11.2024,"-927,87",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,15.11.2024,"940,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,15.11.2024,"-3,76",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,15.11.2024,"3 389,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,15.11.2024,"-13,56",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,15.11.2024,"1 228,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,15.11.2024,"-4,91",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,15.11.2024,"-9 398,70",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-30 506,13",Тинькофф,Общее,[counterparty_19f4d4c15b],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-65 386,05",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-33 261,03",Тинькофф,Общее,[counterparty_bb8cb2d348],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-126 891,00",Тинькофф,Общее,[counterparty_dc430ed78e],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-31 260,80",Тинькофф,Общее,[counterparty_c4e92b27e2],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-5 550,00",Тинькофф,Общее,[counterparty_3f7ad1a68b],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-4 000,00",Тинькофф,Общее,[counterparty_9147d41bbb],,Аренда торговых точек
Ноябрь,11,15.11.2024,"-13 187,68",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-2 000,00",Тинькофф,Общее,[counterparty_6d6a37d791],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-29 346,56",Тинькофф,Общее,[counterparty_8e70032df8],,Оплата поставщикам 
Ноябрь,11,15.11.2024,"-98 500,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,15.11.2024,"180,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,15.11.2024,"-0,72",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,15.11.2024,"-2 039,28",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,15.11.2024,"-2 182,97",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,15.11.2024,"-546,51",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Ноябрь,11,16.11.2024,"-179,97",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,16.11.2024,"122 050,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,16.11.2024,"-1 830,97",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,16.11.2024,"-788,00",Тинькофф,Общее,[counterparty_d7a35ccc36],[private_text_7e2735c431],Расходы на персонал
Ноябрь,11,16.11.2024,"-145 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Ноябрь,11,17.11.2024,"-6 506,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,16.11.2024,"1 099,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,16.11.2024,"-4,40",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,16.11.2024,"914,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,16.11.2024,"-3,66",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,16.11.2024,"1 514,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,16.11.2024,"-6,06",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,16.11.2024,"1 031,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,16.11.2024,"-4,12",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,17.11.2024,"134 018,01",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,17.11.2024,"-2 010,52",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,17.11.2024,"-5 000,00",Тинькофф,Общее,[counterparty_50d958815d],,Телекоммуникации
Ноябрь,11,17.11.2024,"1 011,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Ноябрь,11,17.11.2024,"-4,04",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Ноябрь,11,17.11.2024,"-643,92",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Ноябрь,11,17.11.2024,"-4 301,78",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Ноябрь,11,17.11.2024,"-2 498,32",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Ноябрь,11,18.11.2024,"2 500,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_d3e78d8746],Курьерская служба +
Ноябрь,11,19.11.2024,"5 000,00",Сейф,Общее,[counterparty_3f0fc87298],,Продажа ОС
Ноябрь,11,19.11.2024,"-600,00",Сейф,Общее,[counterparty_552231dcd7],[private_text_a2640e354e],Зарплата административного персонала
Ноябрь,11,19.11.2024,"10 962,00",Сейф,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,19.11.2024,"104 042,00",Сейф,Общее,,,Поступление — Перевод между счетами
Ноябрь,11,19.11.2024,"-178 299,00",Сейф,Общее,[counterparty_552231dcd7],,Зарплата производственного персонала
Ноябрь,11,19.11.2024,"-15 537,30",Сейф,Общее,[counterparty_e08d6e58b9],[private_text_0611a1b7ac],Аренда торговых точек
