Месяц,Мсц (цифрой),Дата,Сумма,Кошелек,Направление бизнеса,[counterparty_1ef22baea0],Назначение платежа,Статья
Июль,7,02.07.2024,"-120 000,00",Сбербанк,Общее,,,Выбытие — Перевод между счетами
Июль,7,02.07.2024,"120 000,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Июль,7,02.07.2024,"20 000,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Июль,7,03.07.2024,"60 000,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Июль,7,03.07.2024,"-60 000,00",Сбербанк,Общее,,[private_text_8910ec4344],Выдача кредитов и займов
Июль,7,08.07.2024,"200 000,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Июль,7,08.07.2024,"-100 000,00",Сбербанк,Общее,[counterparty_41bef12399],,Дивиденды
Июль,7,08.07.2024,"-100 000,00",Сбербанк,Общее,[counterparty_7e3a73c9be],,Дивиденды
Июль,7,09.07.2024,"38 801,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Июль,7,09.07.2024,"-38 801,00",Сбербанк,Общее,,,Выбытие — Перевод между счетами
Июль,7,08.07.2024,"-10 700,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,08.07.2024,"36 512,90",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,09.07.2024,"-8 200,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,09.07.2024,"20 099,75",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,09.07.2024,"-5 000,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Содержание торговых точек
Июль,7,09.07.2024,"-35 465,00",ТК Черникова,Общее,,,Выбытие — Перевод между счетами
Июль,7,09.07.2024,"-23,65",ТК Черникова,Общее,,,Корретировки кассы -
Июль,7,10.07.2024,"75 991,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,10.07.2024,"-1 139,97",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,10.07.2024,"-280,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,10.07.2024,"718,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,10.07.2024,"-2,87",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,10.07.2024,"-93,15",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Июль,7,10.07.2024,"-1 846,85",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,10.07.2024,"-23,97",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,10.07.2024,"-1 640,51",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,10.07.2024,"-4 726,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,10.07.2024,"-7 346,00",ТК Черникова,Общее,[counterparty_5ea766e786],,Оплата поставщикам 
Июль,7,10.07.2024,"-3 842,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,10.07.2024,"-10 340,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,10.07.2024,"21 140,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,10.07.2024,"15 627,75",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,10.07.2024,"-299,00",Альфа,Общее,[counterparty_831a0f4ab6],,РКО
Июль,7,10.07.2024,"-29,00",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,12.07.2024,"-5 000,00",ГарантФонд,Общее,[counterparty_552231dcd7],[private_text_68028db302],Курьерская служба -
Июль,7,11.07.2024,"-8 630,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,11.07.2024,"14 258,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,11.07.2024,"89 604,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,11.07.2024,"-1 344,21",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,11.07.2024,"-53 302,00",Тинькофф,Общее,[counterparty_e08d6e58b9],,Аренда торговых точек
Июль,7,11.07.2024,"1 045,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,11.07.2024,"-4,18",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,11.07.2024,"1 899,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,11.07.2024,"-7,60",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,11.07.2024,"785,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,11.07.2024,"-3,14",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,11.07.2024,"2 343,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,08.07.2024,"250,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,08.07.2024,"-1,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,11.07.2024,"11 706,44",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,11.07.2024,"-20,54",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,12.07.2024,"33 096,28",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,12.07.2024,"-88,47",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,13.07.2024,"31 024,13",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,13.07.2024,"-61,17",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,14.07.2024,"20 014,45",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,14.07.2024,"-20,57",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,12.07.2024,"-5 771,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,12.07.2024,"-188,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,12.07.2024,"-1 350,00",ТК Черникова,Общее,[counterparty_903a43fe3c],,Транспортные услуги
Июль,7,12.07.2024,"-13 140,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,12.07.2024,"38 783,90",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,13.07.2024,"-11 420,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,13.07.2024,"27 408,10",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,14.07.2024,"-3 261,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,14.07.2024,"-316,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,14.07.2024,"-11 460,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,14.07.2024,"19 909,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,12.07.2024,"63 612,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,12.07.2024,"-954,29",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,12.07.2024,"-9,37",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,12.07.2024,"1 057,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,12.07.2024,"-4,23",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,12.07.2024,"-5 000,00",Тинькофф,Общее,[counterparty_50d958815d],,Телекоммуникации
Июль,7,12.07.2024,"740,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,12.07.2024,"-2,96",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,12.07.2024,"239,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,12.07.2024,"-21 459,03",Тинькофф,Общее,[counterparty_8e70032df8],,Оплата поставщикам 
Июль,7,12.07.2024,"-7 577,52",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Июль,7,12.07.2024,"-101 270,60",Тинькофф,Общее,[counterparty_dc430ed78e],,Оплата поставщикам 
Июль,7,12.07.2024,"-4 191,75",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Июль,7,12.07.2024,"1 154,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,12.07.2024,"-4,62",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,13.07.2024,"111 813,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,13.07.2024,"-1 677,46",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,13.07.2024,"-0,96",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,14.07.2024,"93 843,25",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,14.07.2024,"-1 407,81",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,12.07.2024,"-5 853,63",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,12.07.2024,"-209,97",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,12.07.2024,"-8,99",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,12.07.2024,"-364,34",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Июль,7,14.07.2024,"-54 072,76",Тинькофф,Общее,[counterparty_bb8cb2d348],,Оплата поставщикам 
Июль,7,14.07.2024,"-5 036,47",Тинькофф,Общее,[counterparty_bb8cb2d348],,Расходы на персонал
Июль,7,14.07.2024,"-81 226,73",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Июль,7,14.07.2024,"-7 137,10",Тинькофф,Общее,[counterparty_6d6a37d791],,Оплата поставщикам 
Июль,7,14.07.2024,"-38 671,50",Тинькофф,Общее,[counterparty_c4e92b27e2],,Оплата поставщикам 
Июль,7,14.07.2024,"-33 045,69",Тинькофф,Общее,[counterparty_19f4d4c15b],,Оплата поставщикам 
Июль,7,14.07.2024,"250,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,14.07.2024,"-1,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,14.07.2024,"-4 363,64",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,14.07.2024,"-2 386,14",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,14.07.2024,"-322,96",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,13.07.2024,"-99,00",Сейф,Общее,[counterparty_831a0f4ab6],,РКО
Июль,7,13.07.2024,"-99,00",Сейф,Общее,[counterparty_831a0f4ab6],,РКО
Июль,7,02.07.2024,"-1 600,00",Сейф,Общее,[counterparty_335f3233c9],,Аренда торговых точек
Июль,7,15.07.2024,"19 560,47",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,15.07.2024,"-26,10",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,16.07.2024,"32 671,19",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,16.07.2024,"-56,36",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,17.07.2024,"7 826,48",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,15.07.2024,"51 265,00",Сейф,Общее,,,Поступление — Перевод между счетами
Июль,7,16.07.2024,"116 218,00",Сейф,Общее,,,Поступление — Перевод между счетами
Июль,7,16.07.2024,"-156 505,00",Сейф,Общее,[counterparty_552231dcd7],,Зарплата производственного персонала
Июль,7,16.07.2024,"-9 000,00",Сейф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,16.07.2024,"-2 000,00",Сейф,Общее,[counterparty_903a43fe3c],,Оплата поставщикам 
Июль,7,16.07.2024,"-2 500,00",Сейф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,15.07.2024,"-51 265,00",ТК Черникова,Общее,,,Выбытие — Перевод между счетами
Июль,7,15.07.2024,"-10 780,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,15.07.2024,"21 570,15",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,16.07.2024,"-5 251,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,16.07.2024,"-276,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,16.07.2024,"-10 903,50",ТК Черникова,Общее,[counterparty_5ea766e786],,Оплата поставщикам 
Июль,7,16.07.2024,"-264,00",ТК Черникова,Общее,[counterparty_5ea766e786],,Расходы на питание персонала
Июль,7,16.07.2024,"-10 280,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,16.07.2024,"-1 350,00",ТК Черникова,Общее,[counterparty_903a43fe3c],,Транспортные услуги
Июль,7,16.07.2024,"23 649,85",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,11.07.2024,"-896,40",Сбербанк,Общее,[counterparty_831a0f4ab6],,РКО
Июль,7,15.07.2024,"55 000,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Июль,7,15.07.2024,"-25 000,00",Сбербанк,Общее,[counterparty_552231dcd7],,Зарплата административного персонала
Июль,7,16.07.2024,"261 218,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Июль,7,16.07.2024,"-116 218,00",Сбербанк,Общее,,,Выбытие — Перевод между счетами
Июль,7,16.07.2024,"-145 000,00",Сбербанк,Общее,[counterparty_831a0f4ab6],,Оплаты по кредитам и займам
Июль,7,15.07.2024,"103 884,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,15.07.2024,"-1 558,48",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,15.07.2024,"-120,00",Тинькофф,Общее,[counterparty_682bbbb771],,Налоги с з/п
Июль,7,15.07.2024,"-55 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Июль,7,15.07.2024,"750,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,15.07.2024,"-3,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,15.07.2024,"-2 116,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,16.07.2024,"87 903,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,16.07.2024,"-1 318,77",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,16.07.2024,"1 241,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,16.07.2024,"-4,96",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,16.07.2024,"110,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,16.07.2024,"-261 218,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Июль,7,16.07.2024,"-11,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,16.07.2024,"-5 756,64",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,16.07.2024,"-4 407,69",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,17.07.2024,"84 826,75",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,17.07.2024,"-1 272,58",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,17.07.2024,"-0,44",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,17.07.2024,"-6 000,00",Тинькофф,Общее,[counterparty_1c967c7874],,Комиссия агрегатору
Июль,7,17.07.2024,"-12 885,00",Тинькофф,Общее,[counterparty_449fa47f79],,Оплаты систем автоматизации
Июль,7,17.07.2024,"-10 326,64",Тинькофф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,17.07.2024,"-634,41",Тинькофф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,17.07.2024,"-2 694,66",Тинькофф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,17.07.2024,"-884,90",Тинькофф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,17.07.2024,"-1 718,70",Тинькофф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,18.07.2024,"-1 600,00",ТК Черникова,Общее,[counterparty_3f0fc87298],[private_text_d5a47b973f],Содержание торговых точек
Июль,7,18.07.2024,"-4 316,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,18.07.2024,"-10 490,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,18.07.2024,"18 233,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,18.07.2024,"2 887,00",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,18.07.2024,"-11,55",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,18.07.2024,"500,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,18.07.2024,"-2,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,18.07.2024,"466,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,18.07.2024,"-1,86",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,18.07.2024,"3 000,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,18.07.2024,"-12,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,18.07.2024,"-120,96",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,18.07.2024,"-1 616,75",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,18.07.2024,"-3 626,78",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,15.07.2024,"-15 000,00",Сбербанк,Общее,[counterparty_552231dcd7],,Зарплата административного персонала
Июль,7,15.07.2024,"-15 000,00",Сбербанк,Общее,[counterparty_552231dcd7],,Содержание торговых точек
Июль,7,19.07.2024,"14 486,11",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,19.07.2024,"-9,58",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,20.07.2024,"29 833,23",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,20.07.2024,"-40,16",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,21.07.2024,"28 690,90",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,21.07.2024,"-66,46",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,19.07.2024,"78 071,05",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,19.07.2024,"-1 171,23",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,19.07.2024,"-300,00",Тинькофф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,19.07.2024,"-1 200,00",Тинькофф,Общее,[counterparty_552231dcd7],,Расходы на персонал
Июль,7,19.07.2024,"-3 894,75",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Июль,7,19.07.2024,"-105 460,80",Тинькофф,Общее,[counterparty_dc430ed78e],,Оплата поставщикам 
Июль,7,19.07.2024,"-22 060,97",Тинькофф,Общее,[counterparty_8e70032df8],,Оплата поставщикам 
Июль,7,19.07.2024,"-32 150,15",Тинькофф,Общее,[counterparty_19f4d4c15b],,Оплата поставщикам 
Июль,7,19.07.2024,"-60 443,24",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Июль,7,19.07.2024,"-5 122,40",Тинькофф,Общее,[counterparty_6d6a37d791],,Оплата поставщикам 
Июль,7,19.07.2024,"-28 086,52",Тинькофф,Общее,[counterparty_c4e92b27e2],,Оплата поставщикам 
Июль,7,19.07.2024,"-7 090,54",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Июль,7,19.07.2024,"-56 103,71",Тинькофф,Общее,[counterparty_bb8cb2d348],,Оплата поставщикам 
Июль,7,19.07.2024,"795,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,19.07.2024,"-3,18",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,19.07.2024,"-498,93",Тинькофф,Общее,[counterparty_d7a35ccc36],[private_text_e270aeb347],Оплата поставщикам 
Июль,7,19.07.2024,"-8,99",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,19.07.2024,"-470,69",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,20.07.2024,"-3 267,00",Тинькофф,Общее,[counterparty_db1aef506b],,Возвраты клиентам
Июль,7,20.07.2024,"152 774,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,20.07.2024,"-2 291,85",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,20.07.2024,"828,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,20.07.2024,"-3,31",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,20.07.2024,"642,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,20.07.2024,"-2,57",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,20.07.2024,"-471,90",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,20.07.2024,"-1 562,27",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,21.07.2024,"106 114,10",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,21.07.2024,"-1 591,92",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,21.07.2024,"-5 000,00",Тинькофф,Общее,[counterparty_50d958815d],,Телекоммуникации
Июль,7,21.07.2024,"-1 179,00",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Июль,7,21.07.2024,"5 060,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,21.07.2024,"-20,24",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,21.07.2024,"695,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,21.07.2024,"-2,78",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,21.07.2024,"1 136,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,21.07.2024,"-4,54",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,21.07.2024,"1 282,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,21.07.2024,"-5,13",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,19.07.2024,"-14 160,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,19.07.2024,"16 186,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,20.07.2024,"-11 320,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,20.07.2024,"19 964,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,20.07.2024,"-4 298,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Июль,7,20.07.2024,"-197,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Июль,7,21.07.2024,"-11 100,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Июль,7,21.07.2024,"17 301,00",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,23.07.2024,"-104 258,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Июль,7,23.07.2024,"104 258,00",Сбербанк,Общее,,,Поступление — Перевод между счетами
Июль,7,23.07.2024,"-104 258,00",Сбербанк,Общее,[counterparty_e08d6e58b9],,Аренда торговых точек
Июль,7,23.07.2024,"-15 000,00",ГарантФонд,Общее,,[private_text_ce260964a6],Прочие расходы
Июль,7,22.07.2024,"78 293,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,22.07.2024,"-1 174,57",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,22.07.2024,"284 000,00",Тинькофф,Общее,,,Поступление — Перевод между счетами
Июль,7,22.07.2024,"-80 100,00",Тинькофф,Общее,[counterparty_47248277c0],[private_text_9e2c493ff8],Покупка ОС
Июль,7,22.07.2024,"1 256,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Июль,7,22.07.2024,"-5,02",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Июль,7,22.07.2024,"-12,99",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Июль,7,22.07.2024,"-1 428,28",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
