Год,Мсц (цифрой),Дата,Сумма,Контрагент,Назначение платежа,Статья,Платеж/поступл
2024,6,20.06.2024,"-990,13",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,20.06.2024,"8 817,95",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,20.06.2024,"-22,53",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,20.06.2024,"-10 520,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,20.06.2024,"15 845,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,20.06.2024,"-6 013,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,21.06.2024,"-13 740,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,21.06.2024,"-1 350,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,6,21.06.2024,"17 295,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"-18 550,00",,,Выбытие — Перевод между счетами,
2024,6,21.06.2024,"18 550,00",,,Поступление — Перевод между счетами,
2024,6,22.06.2024,"-6 260,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,22.06.2024,"-244,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,22.06.2024,"-12 900,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,22.06.2024,"29 704,35",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,23.06.2024,"-10 880,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,23.06.2024,"21 262,70",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"11 412,55",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"-14,91",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,22.06.2024,"30 379,32",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,22.06.2024,"-42,77",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,23.06.2024,"24 306,77",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,23.06.2024,"-15,67",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,21.06.2024,"80 292,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"-1 204,55",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,21.06.2024,"250,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"-1,00",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,21.06.2024,"70,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"-0,28",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,21.06.2024,"1 352,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"-5,41",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,21.06.2024,"2 029,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"-8,12",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,21.06.2024,"1 552,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,21.06.2024,"-6,21",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,22.06.2024,"114 673,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,22.06.2024,"-1 720,35",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,22.06.2024,"260,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,22.06.2024,"-1,04",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,22.06.2024,"-9 897,11",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,22.06.2024,"-103 348,50",[counterparty_hash:01761130fc],,Оплата поставщикам ,Выбытие
2024,6,22.06.2024,"-25 972,17",[counterparty_hash:acffbdf399],,Оплата поставщикам ,Выбытие
2024,6,22.06.2024,"-2 639,25",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,6,22.06.2024,"1 187,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,22.06.2024,"-4,75",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,23.06.2024,"-1 990,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,6,23.06.2024,"-99,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,6,23.06.2024,"-990,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,6,23.06.2024,"-30 422,00",[counterparty_hash:c7da8c8c1f],,Оплата поставщикам ,Выбытие
2024,6,23.06.2024,"-28 550,89",[counterparty_hash:55d2a5f343],,Оплата поставщикам ,Выбытие
2024,6,23.06.2024,"-48 446,00",[counterparty_hash:4b0e39f45b],,Оплата поставщикам ,Выбытие
2024,6,23.06.2024,"-96 510,11",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,6,23.06.2024,"104 434,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,23.06.2024,"-1 566,68",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,23.06.2024,"480,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,23.06.2024,"-1,92",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,22.06.2024,"-543,94",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,22.06.2024,"-1 015,41",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,22.06.2024,"-5 905,57",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,24.06.2024,"87 559,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,24.06.2024,"-1 313,54",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,24.06.2024,"-84 111,00",[counterparty_hash:48d0f61ee3],,Аренда торговых точек,Выбытие
2024,6,24.06.2024,"-25 200,00",[counterparty_hash:913fe52b19],,Зарплата административного персонала,Выбытие
2024,6,24.06.2024,"-51,06",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,24.06.2024,"2 271,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,24.06.2024,"-9,08",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,24.06.2024,"-4 361,09",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,24.06.2024,"-2 022,88",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,24.06.2024,"-19,98",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,6,25.06.2024,"72 393,70",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,25.06.2024,"-1 086,02",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,25.06.2024,"-500,00",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,6,25.06.2024,"280,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,25.06.2024,"-1,12",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,25.06.2024,"1 149,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,25.06.2024,"-4,60",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,25.06.2024,"-75 000,00",[counterparty_hash:168e057bae],,Услуги ФД и НК,Выбытие
2024,6,25.06.2024,"-91 650,00",,,Выбытие — Перевод между счетами,
2024,6,25.06.2024,"1 322,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,25.06.2024,"-5,29",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,24.06.2024,"21 736,87",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,24.06.2024,"-23,09",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,25.06.2024,"27 656,53",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,25.06.2024,"-31,93",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,21.06.2024,"-658,80",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,6,24.06.2024,"19 800,00",,,Поступление — Перевод между счетами,
2024,6,25.06.2024,"91 650,00",,,Поступление — Перевод между счетами,
2024,6,25.06.2024,"-2 000,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,6,25.06.2024,"10 000,00",,,Поступление — Перевод между счетами,
2024,6,25.06.2024,"-140 050,00",[counterparty_hash:856bc7fd96],,Зарплата производственного персонала,Выбытие
2024,6,24.06.2024,"-3 239,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,6,24.06.2024,"-349,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,6,24.06.2024,"-19 800,00",,,Выбытие — Перевод между счетами,
2024,6,24.06.2024,"-10 220,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,24.06.2024,"21 503,15",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,25.06.2024,"-10 000,00",,,Выбытие — Перевод между счетами,
2024,6,25.06.2024,"-9 480,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,6,25.06.2024,"24 356,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,25.06.2024,"-900,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,6,26.06.2024,"18 093,46",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,26.06.2024,"-28,49",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,27.06.2024,"21 401,94",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,27.06.2024,"-31,71",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,27.06.2024,"-189 084,00",,,Выбытие — Перевод между счетами,
2024,6,26.06.2024,"63 898,15",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,26.06.2024,"-958,60",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,26.06.2024,"-5 000,00",[counterparty_hash:810942d5fa],,Телекоммуникации,Выбытие
2024,6,26.06.2024,"1 116,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,26.06.2024,"-4,46",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,26.06.2024,"740,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,26.06.2024,"70,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,6,26.06.2024,"-2,96",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,26.06.2024,"-0,28",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,6,26.06.2024,"-411,98",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
