Год,Мсц (цифрой),Дата,Сумма,Контрагент,Назначение платежа,Статья,Платеж/поступл
2024,4,25.04.2024,"-49 450,81",[counterparty_hash:4b0e39f45b],,Оплата поставщикам ,Выбытие
2024,4,25.04.2024,"-85 000,00",[counterparty_hash:2d609b655e],,Контекстная реклама,Выбытие
2024,4,25.04.2024,"-60 705,68",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,4,25.04.2024,"-29 334,62",[counterparty_hash:acffbdf399],,Оплата поставщикам ,Выбытие
2024,4,25.04.2024,"-105 278,10",[counterparty_hash:01761130fc],,Оплата поставщикам ,Выбытие
2024,4,25.04.2024,"-6 000,00",[counterparty_hash:3b5286b1f7],,Комиссия агрегатору,Выбытие
2024,4,25.04.2024,"-75 000,00",[counterparty_hash:168e057bae],,Услуги ФД и НК,Выбытие
2024,4,25.04.2024,"-29 523,71",[counterparty_hash:55d2a5f343],,Оплата поставщикам ,Выбытие
2024,4,25.04.2024,"-250,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,25.04.2024,"-1 579,95",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,4,25.04.2024,"-6 736,06",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,4,25.04.2024,"-461,66",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,4,26.04.2024,"-854,08",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,26.04.2024,"56 930,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,26.04.2024,"-19 000,00",,,Выбытие — Перевод между счетами,
2024,4,26.04.2024,"-890,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,26.04.2024,"71 000,00",,,Поступление — Перевод между счетами,
2024,4,26.04.2024,"829,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,26.04.2024,"-3,32",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,26.04.2024,"-730,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,26.04.2024,"999,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,26.04.2024,"-4,00",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,26.04.2024,"1 232,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,26.04.2024,"-4,93",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,26.04.2024,"-1 034,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,26.04.2024,"-1 999,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,26.04.2024,"-674,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,26.04.2024,"-634,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,27.04.2024,"-1 193,95",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,27.04.2024,"79 586,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,27.04.2024,"-960,00",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,27.04.2024,"-780,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,27.04.2024,"-15 703,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,27.04.2024,"-3 008,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,27.04.2024,"-1,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,27.04.2024,"-2 460,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,27.04.2024,"811,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,27.04.2024,"-3,24",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,27.04.2024,"25,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,27.04.2024,"-0,10",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,27.04.2024,"-341,93",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,4,27.04.2024,"-4 571,94",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,4,27.04.2024,"-692,69",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,4,28.04.2024,"-2 124,10",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,28.04.2024,"-1 226,00",[counterparty_hash:a079b1ede6],,Возвраты клиентам,Выбытие
2024,4,28.04.2024,"141 587,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,28.04.2024,"-118,80",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-1 094,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-440,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-444,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-270,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"625,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,28.04.2024,"-2,50",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,28.04.2024,"-243,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-270,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-350,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-300,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-130,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-1 293,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-1 999,71",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-738,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-200,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-200,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-550,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-250,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-236,61",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-219,98",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,28.04.2024,"-898,27",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,4,18.04.2024,"6 400,00",,,Поступление — Перевод между счетами,
2024,4,18.04.2024,"-6 400,00",[counterparty_hash:7518be4ba8],,Содержание торговых точек,Выбытие
2024,4,19.04.2024,"13 500,00",,,Поступление — Перевод между счетами,
2024,4,19.04.2024,"-13 500,00",,,Выбытие — Перевод между счетами,
2024,4,22.04.2024,"-1 278,30",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,4,23.04.2024,"-101 500,00",,,Выбытие — Перевод между счетами,
2024,4,23.04.2024,"500,00",,,Поступление — Перевод между счетами,
2024,4,23.04.2024,"101 300,00",,,Поступление — Перевод между счетами,
2024,4,24.04.2024,"86 000,00",,,Поступление — Перевод между счетами,
2024,4,24.04.2024,"-85 990,00",[counterparty_hash:48d0f61ee3],,Аренда торговых точек,Выбытие
2024,4,26.04.2024,"19 000,00",,,Поступление — Перевод между счетами,
2024,4,26.04.2024,"-19 000,00",[counterparty_hash:913fe52b19],,Зарплата административного персонала,Выбытие
2024,4,27.04.2024,"-619,47",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,23.04.2024,"101 500,00",,,Поступление — Перевод между счетами,
2024,4,24.04.2024,"-2 000,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,4,24.04.2024,"-136 300,00",[counterparty_hash:856bc7fd96],,Зарплата производственного персонала,Выбытие
2024,4,28.04.2024,"7 150,00",,[private_purpose_hash:dbef0750b9],Прочие поступления,Поступление
2024,4,20.04.2024,"-900,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,4,20.04.2024,"-1 000,00",[counterparty_hash:856bc7fd96],,Содержание торговых точек,Выбытие
2024,4,13.04.2024,"-900,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,4,21.04.2024,"-198,52",,,Корретировки кассы -,Выбытие
2024,4,22.04.2024,"-1 000,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,4,22.04.2024,"-9 370,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,22.04.2024,"21 732,15",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,23.04.2024,"-5 655,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,23.04.2024,"14 665,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,23.04.2024,"-8 420,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,23.04.2024,"-1 500,00",[counterparty_hash:7518be4ba8],,Содержание торговых точек,Выбытие
2024,4,23.04.2024,"-34 800,00",,,Выбытие — Перевод между счетами,
2024,4,23.04.2024,"34 800,00",,,Поступление — Перевод между счетами,
2024,4,24.04.2024,"-8 440,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,24.04.2024,"11 579,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,25.04.2024,"-10 500,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,25.04.2024,"-10 004,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,4,25.04.2024,"19 937,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,26.04.2024,"-10 960,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,26.04.2024,"26 093,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,27.04.2024,"-6 038,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,4,27.04.2024,"-95,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,4,27.04.2024,"-15 110,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,27.04.2024,"28 861,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,28.04.2024,"-13 500,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,28.04.2024,"19 148,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,29.04.2024,"28 232,41",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,29.04.2024,"-24,54",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,29.04.2024,"-1 743,07",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,29.04.2024,"116 187,75",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,29.04.2024,"-999,81",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,29.04.2024,"-145,00",,[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,29.04.2024,"-1 706,63",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,4,29.04.2024,"-16 377,62",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,4,29.04.2024,"-27,99",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,4,29.04.2024,"-954,92",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,4,29.04.2024,"27 950,00",,,Поступление — Перевод между счетами,
2024,4,29.04.2024,"-5 896,80",[counterparty_hash:24d4f68d8f],,Оплата поставщикам ,Выбытие
2024,4,29.04.2024,"-6 764,00",[counterparty_hash:1340ea64e9],,Оплата поставщикам ,Выбытие
2024,4,29.04.2024,"-6 096,50",[counterparty_hash:1340ea64e9],,Оплата поставщикам ,Выбытие
2024,4,29.04.2024,"-11 500,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,29.04.2024,"-4,00",,,Корретировки кассы -,Выбытие
2024,4,29.04.2024,"26 504,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,29.04.2024,"-127,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,4,29.04.2024,"-12 735,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,4,29.04.2024,"-27 950,00",,,Выбытие — Перевод между счетами,
2024,4,30.04.2024,"-2 000,00",[counterparty_hash:7518be4ba8],[private_purpose_hash:5508649179],Содержание торговых точек,Выбытие
2024,4,30.04.2024,"-900,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,4,30.04.2024,"-12 640,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,4,30.04.2024,"23 475,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,30.04.2024,"19 570,00",,,Поступление — Перевод между счетами,
2024,4,29.04.2024,"131 205,00",[counterparty_hash:8009e18a18],,Поступление денег с торг. точек,Поступление
2024,4,30.04.2024,"-149 575,00",[counterparty_hash:856bc7fd96],,Зарплата производственного персонала,Выбытие
2024,4,30.04.2024,"-10 400,00",[counterparty_hash:768e87a312],[private_purpose_hash:ed90e8dad1],Расходы на персонал,Выбытие
2024,4,30.04.2024,"-1 000,00",[counterparty_hash:b2b25bc0ee],,Поиск и найм персонала,Выбытие
2024,4,20.04.2024,"-99,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,4,20.04.2024,"-100,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,4,30.04.2024,"100 000,00",,,Поступление — Перевод между счетами,
2024,4,30.04.2024,"19 570,00",,,Поступление — Перевод между счетами,
2024,4,30.04.2024,"-100 000,00",[counterparty_hash:48d0f61ee3],,Аренда торговых точек,Выбытие
2024,4,30.04.2024,"-19 570,00",,,Выбытие — Перевод между счетами,
2024,4,30.04.2024,"600,00",,,Прочие поступления,Поступление
2024,4,30.04.2024,"38 348,43",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,30.04.2024,"-91,61",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,30.04.2024,"-865,12",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,4,30.04.2024,"80 996,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,4,30.04.2024,"-5 000,00",[counterparty_hash:810942d5fa],,Телекоммуникации,Выбытие
2024,4,30.04.2024,"-100 000,00",,,Выбытие — Перевод между счетами,
2024,4,30.04.2024,"-19 570,00",,,Выбытие — Перевод между счетами,
2024,4,30.04.2024,"-60,00",[counterparty_hash:856bc7fd96],[private_purpose_hash:b02a24bf66],Расходы на персонал,Выбытие
2024,4,30.04.2024,"-1 520,52",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,01.05.2024,"-6 000,00",[counterparty_hash:856bc7fd96],,Содержание торговых точек,Выбытие
2024,5,01.05.2024,"-11 935,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,01.05.2024,"-900,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,5,01.05.2024,"-12 150,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,01.05.2024,"-1 000,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,5,01.05.2024,"28 221,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,01.05.2024,"-4 000,00",[counterparty_hash:48d0f61ee3],,Аренда склада,Выбытие
2024,5,01.05.2024,"43 000,00",,,Поступление — Перевод между счетами,
2024,5,01.05.2024,"-24 000,00",[counterparty_hash:856bc7fd96],,Зарплата административного персонала,Выбытие
2024,5,01.05.2024,"-15 000,00",[counterparty_hash:856bc7fd96],,Зарплата административного персонала,Выбытие
2024,5,01.05.2024,"27 151,77",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,02.05.2024,"22 066,22",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,01.05.2024,"-8,77",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,02.05.2024,"-9,72",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,01.05.2024,"-1 277,37",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,01.05.2024,"85 144,15",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,01.05.2024,"-43 000,00",,,Выбытие — Перевод между счетами,
2024,5,01.05.2024,"150,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,01.05.2024,"-0,60",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,01.05.2024,"-15 725,20",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,01.05.2024,"-35,97",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,5,01.05.2024,"-825,63",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,02.05.2024,"-1 499,48",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,02.05.2024,"99 951,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,02.05.2024,"-2 187,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"18 003,80",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,03.05.2024,"-38,87",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,04.05.2024,"24 656,18",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,04.05.2024,"-33,90",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,05.05.2024,"26 676,73",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,05.05.2024,"-34,37",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,03.05.2024,"-881,49",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,03.05.2024,"58 759,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,03.05.2024,"-8 331,34",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-1 000,00",[counterparty_hash:b2d09b6565],,Аренда торговых точек,Выбытие
2024,5,03.05.2024,"-105 230,00",[counterparty_hash:01761130fc],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-57 303,64",[counterparty_hash:acffbdf399],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-7 092,00",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-2 365,92",[counterparty_hash:64b5ca4d90],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-675,98",[counterparty_hash:9a7ac913a7],,Аренда торговых точек,Выбытие
2024,5,03.05.2024,"-48 610,24",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-2 400,00",[counterparty_hash:2c9dd7c496],,Телекоммуникации,Выбытие
2024,5,03.05.2024,"-21 947,18",[counterparty_hash:55d2a5f343],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-28 124,65",[counterparty_hash:c7da8c8c1f],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-3 662,95",[counterparty_hash:9a7ac913a7],,Аренда торговых точек,Выбытие
2024,5,03.05.2024,"-44 439,80",[counterparty_hash:4b0e39f45b],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-4 000,00",[counterparty_hash:b2d09b6565],,Аренда торговых точек,Выбытие
2024,5,03.05.2024,"-30 000,00",[counterparty_hash:913fe52b19],,Зарплата административного персонала,Выбытие
2024,5,03.05.2024,"-62 000,00",[counterparty_hash:9d002889b3],,Зарплата административного персонала,Выбытие
2024,5,03.05.2024,"-60 522,00",[counterparty_hash:48d0f61ee3],,Аренда торговых точек,Выбытие
2024,5,03.05.2024,"-17 800,00",,,Выбытие — Перевод между счетами,
2024,5,03.05.2024,"-152,00",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"1 079,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,03.05.2024,"-4,32",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,03.05.2024,"-4 554,01",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-620,88",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,5,03.05.2024,"-2 211,05",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,04.05.2024,"-1 403,15",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,04.05.2024,"93 530,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,04.05.2024,"670,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,04.05.2024,"-2,68",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,04.05.2024,"2 623,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,04.05.2024,"-10,49",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,04.05.2024,"199,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,04.05.2024,"-0,80",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,05.05.2024,"88 671,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,05.05.2024,"-1 330,26",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,05.05.2024,"250,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,05.05.2024,"-1,00",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,05.05.2024,"-4 644,48",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,05.05.2024,"-30,97",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,5,05.05.2024,"-2 250,05",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,03.05.2024,"-2 000,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,5,02.05.2024,"-6 696,00",[counterparty_hash:1340ea64e9],,Оплата поставщикам ,Выбытие
2024,5,02.05.2024,"-6 980,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,02.05.2024,"11 046,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,03.05.2024,"-8 124,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,03.05.2024,"-11 200,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,03.05.2024,"16 427,15",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,04.05.2024,"-11 740,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,04.05.2024,"20 435,85",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,05.05.2024,"-6 576,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,05.05.2024,"-124,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,05.05.2024,"-10 400,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,05.05.2024,"30 095,15",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,07.05.2024,"5 000,00",[counterparty_hash:856bc7fd96],[private_purpose_hash:f3074eda47],Курьерская служба +,Поступление
2024,5,06.05.2024,"20 253,91",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,06.05.2024,"-14,19",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,07.05.2024,"15 222,56",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,07.05.2024,"-22,20",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,07.05.2024,"-287 000,00",,,Выбытие — Перевод между счетами,
2024,5,06.05.2024,"-1 235,74",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,06.05.2024,"82 370,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,06.05.2024,"-399,00",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,5,06.05.2024,"646,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,06.05.2024,"-2,58",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,06.05.2024,"-103,98",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,07.05.2024,"-897,85",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,07.05.2024,"59 847,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,07.05.2024,"-28 000,00",[counterparty_hash:5825737bc2],,Прочие маркетинговые услуги,Выбытие
2024,5,07.05.2024,"-565,00",[counterparty_hash:b2d09b6565],,Аренда торговых точек,Выбытие
2024,5,07.05.2024,"287 000,00",,,Поступление — Перевод между счетами,
2024,5,07.05.2024,"-88 884,00",[counterparty_hash:4e9e5a80a9],,Сайт и приложение,Выбытие
2024,5,07.05.2024,"-153 490,00",,,Выбытие — Перевод между счетами,
2024,5,07.05.2024,"-1 134,25",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,07.05.2024,"-117,95",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,5,07.05.2024,"-3 967,02",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,06.05.2024,"30 000,00",,,Поступление — Перевод между счетами,
2024,5,06.05.2024,"-1 000,00",[counterparty_hash:f76017a261],,Транспортные услуги,Выбытие
2024,5,07.05.2024,"-1 500,00",,,Выбытие — Перевод между счетами,
2024,5,07.05.2024,"153 490,00",,,Поступление — Перевод между счетами,
2024,5,07.05.2024,"-2 000,00",[counterparty_hash:e0e7137bcf],,Оплата поставщикам ,Выбытие
2024,5,07.05.2024,"-9 346,68",[counterparty_hash:24d4f68d8f],,Оплата поставщикам ,Выбытие
2024,5,07.05.2024,"-1 000,00",[counterparty_hash:856bc7fd96],,Содержание торговых точек,Выбытие
