,,,,,,,,,
Контрагент,Статья,Номер счета,Сумма план,Дата планируемой оплаты,Комментарий,,Год план,Месяц план,Номер недели план
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.6 000,00",05.06.2024,,,2024,6,23
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.22 000,00",12.06.2024,,,2024,6,24
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.7 000,00",19.06.2024,,,2024,6,25
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.6 000,00",26.06.2024,,,2024,6,26
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.18 000,00",03.06.2024,,,2024,6,23
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.145 000,00",16.06.2024,,,2024,6,24
[counterparty_hash:675b5b0637],Листовки,,"р.30 000,00",12.06.2024,,,2024,6,24
[counterparty_hash:4e9e5a80a9],Сайт и приложение,,"р.99 000,00",05.06.2024,,,2024,6,23
[counterparty_hash:e467eaefc4],Оплаты систем автоматизации,,"р.10 000,00",06.06.2024,,,2024,6,23
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.12 500,00",04.06.2024,,,2024,6,23
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.12 500,00",19.06.2024,,,2024,6,25
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",12.06.2024,,,2024,6,24
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",18.06.2024,,,2024,6,25
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",26.06.2024,,,2024,6,26
[counterparty_hash:2c9dd7c496],Телекоммуникации,,"р.2 500,00",06.06.2024,,,2024,6,23
[counterparty_hash:3b5286b1f7],Комиссия агрегатору,,"р.7 000,00",06.06.2024,,,2024,6,23
[counterparty_hash:2d609b655e],SEO-оптимизация,,"р.10 000,00",27.06.2024,,,2024,6,26
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.123 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.101 000,00",11.07.2024,,,2024,7,28
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.105 000,00",18.07.2024,,,2024,7,29
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",25.07.2024,,,2024,7,30
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",01.08.2024,,,2024,8,31
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.70 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.85 000,00",12.07.2024,,,2024,7,28
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.80 000,00",19.07.2024,,,2024,7,29
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.90 000,00",26.07.2024,,,2024,7,30
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.80 000,00",02.08.2024,,,2024,8,31
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.33 000,00",05.07.2024,,,2024,7,27
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.32 000,00",12.07.2024,,,2024,7,28
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",19.07.2024,,,2024,7,29
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.35 000,00",26.07.2024,,,2024,7,30
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",02.08.2024,,,2024,8,31
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.40 000,00",05.07.2024,,,2024,7,27
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.40 000,00",12.07.2024,,,2024,7,28
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.45 000,00",19.07.2024,,,2024,7,29
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.40 000,00",26.07.2024,,,2024,7,30
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.45 000,00",02.08.2024,,,2024,8,31
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.40 000,00",05.07.2024,,,2024,7,27
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.53 000,00",12.07.2024,,,2024,7,28
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.45 000,00",19.07.2024,,,2024,7,29
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.40 000,00",26.07.2024,,,2024,7,30
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.45 000,00",02.08.2024,,,2024,8,31
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.20 000,00",05.07.2024,,,2024,7,27
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.22 000,00",12.07.2024,,,2024,7,28
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.20 000,00",19.07.2024,,,2024,7,29
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.22 000,00",26.07.2024,,,2024,7,30
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.20 000,00",02.08.2024,,,2024,8,31
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",05.07.2024,,,2024,7,27
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",12.07.2024,,,2024,7,28
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",19.07.2024,,,2024,7,29
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",26.07.2024,,,2024,7,30
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.7 000,00",02.08.2024,,,2024,8,31
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",05.07.2024,,,2024,7,27
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",12.07.2024,,,2024,7,28
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",19.07.2024,,,2024,7,29
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",26.07.2024,,,2024,7,30
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",02.08.2024,,,2024,8,31
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.155 000,00",05.07.2024,,,2024,7,27
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.165 000,00",12.07.2024,,,2024,7,28
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.155 000,00",18.07.2024,,,2024,7,29
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.160 000,00",25.07.2024,,,2024,7,30
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.155 000,00",01.08.2024,,,2024,8,31
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.40 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:9d002889b3],Зарплата административного персонала,,"р.62 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.43 000,00",22.07.2024,,,2024,7,30
[counterparty_hash:913fe52b19],Дивиденды,,"р.100 000,00",08.07.2024,,,2024,7,28
[counterparty_hash:9d002889b3],Дивиденды,,"р.100 000,00",08.07.2024,,,2024,7,28
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",11.07.2024,,,2024,7,28
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",18.07.2024,,,2024,7,29
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",25.07.2024,,,2024,7,30
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",01.08.2024,,,2024,8,31
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",11.07.2024,,,2024,7,28
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",18.07.2024,,,2024,7,29
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",25.07.2024,,,2024,7,30
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",01.08.2024,,,2024,8,31
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.39 000,00",01.07.2024,,,2024,7,27
[counterparty_hash:168e057bae],Услуги ФД,,"р.75 000,00",29.07.2024,,,2024,7,31
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.60 000,00",25.07.2024,,,2024,7,30
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.53 000,00",10.07.2024,,,2024,7,28
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",29.07.2024,,,2024,7,31
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.105 000,00",23.07.2024,,,2024,7,30
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",11.07.2024,,,2024,7,28
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",18.07.2024,,,2024,7,29
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",25.07.2024,,,2024,7,30
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.6 000,00",01.08.2024,,,2024,8,31
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.15 000,00",01.07.2024,,,2024,7,27
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.30 000,00",09.07.2024,,,2024,7,28
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.3 000,00",18.07.2024,,,2024,7,29
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.3 000,00",25.07.2024,,,2024,7,30
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.17 000,00",01.08.2024,,,2024,8,31
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.18 000,00",03.07.2024,,,2024,7,27
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.145 000,00",16.07.2024,,,2024,7,29
[counterparty_hash:675b5b0637],Листовки,,,,,,,,
[counterparty_hash:4e9e5a80a9],Сайт и приложение,,"р.100 000,00",05.07.2024,,,2024,7,27
[counterparty_hash:e467eaefc4],Оплаты систем автоматизации,,"р.10 000,00",10.07.2024,,,2024,7,28
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.12 500,00",09.07.2024,,,2024,7,28
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.3 000,00",10.07.2024,,,2024,7,28
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",03.07.2024,,,2024,7,27
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",17.07.2024,,,2024,7,29
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",25.07.2024,,,2024,7,30
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",01.08.2024,,,2024,8,31
[counterparty_hash:2c9dd7c496],Телекоммуникации,,"р.4 000,00",30.07.2024,,,2024,7,31
[counterparty_hash:3b5286b1f7],Комиссия агрегатору,,"р.6 000,00",18.07.2024,,,2024,7,29
[counterparty_hash:2d609b655e],SEO-оптимизация,,"р.10 000,00",24.07.2024,,,2024,7,30
[counterparty_hash:9d002889b3],Выдача кредитов и займов,,"р.60 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:48d0f61ee3],Аренда склада,,"р.4 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:5825737bc2],Прочие маркетинговые услуги,,"р.28 000,00",04.07.2024,,,2024,7,27
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",08.08.2024,,,2024,8,32
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",15.08.2024,,,2024,8,33
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.115 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.67 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.70 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.69 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.61 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.28 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.35 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.25 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.53 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.59 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.50 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.53 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.38 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.40 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.60 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.40 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.25 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.25 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.25 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.25 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,09.08.2024,,,2024,8,32
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,16.08.2024,,,2024,8,33
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,23.08.2024,,,2024,8,34
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,30.08.2024,,,2024,8,35
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.8 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.8 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.8 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.8 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.190 000,00",06.08.2024,,,2024,8,32
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.160 000,00",13.08.2024,,,2024,8,33
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.165 000,00",20.08.2024,,,2024,8,34
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.170 000,00",27.08.2024,,,2024,8,35
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.40 000,00",12.08.2024,,,2024,8,33
[counterparty_hash:9d002889b3],Зарплата административного персонала,,"р.47 000,00",12.08.2024,,,2024,8,33
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.40 000,00",19.08.2024,,,2024,8,34
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.55 000,00",09.08.2024,,,2024,8,
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.35 000,00",23.08.2024,,,2024,8,
[counterparty_hash:913fe52b19],Дивиденды,,"р.80 000,00",12.08.2024,,,2024,8,33
[counterparty_hash:9d002889b3],Дивиденды,,"р.80 000,00",12.08.2024,,,2024,8,33
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",07.08.2024,,,2024,8,32
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",14.08.2024,,,2024,8,33
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",21.08.2024,,,2024,8,34
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",28.08.2024,,,2024,8,35
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.69 000,00",15.08.2024,,,2024,8,33
[counterparty_hash:168e057bae],Услуги ФД и НК,,"р.75 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.60 000,00",28.08.2024,,,2024,8,35
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.55 000,00",09.08.2024,,,2024,8,32
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",28.08.2024,,,2024,8,35
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",23.08.2024,,,2024,8,34
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 500,00",09.08.2024,,,2024,8,32
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 500,00",16.08.2024,,,2024,8,33
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 500,00",23.08.2024,,,2024,8,34
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 500,00",30.08.2024,,,2024,8,35
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,,,,,,,
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.3 000,00",08.08.2024,,,2024,8,32
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.25 000,00",15.08.2024,,,2024,8,33
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.5 000,00",22.08.2024,,,2024,8,34
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,"р.10 000,00",30.08.2024,,,2024,8,35
[counterparty_hash:2a84eb0be0],Содержание торговых точек,,,,,,,,
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.19 000,00",05.08.2024,,,2024,8,32
[counterparty_hash:a079b1ede6],Оплаты по кредитам и займам,,"р.145 000,00",16.08.2024,,,2024,8,33
[counterparty_hash:675b5b0637],Листовки,,,,,,,,
[counterparty_hash:4e9e5a80a9],Сайт и приложение,,"р.100 000,00",05.08.2024,,,2024,8,32
[counterparty_hash:e467eaefc4],Оплаты систем автоматизации,,"р.10 000,00",08.08.2024,,,2024,8,32
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.13 000,00",14.08.2024,,,2024,8,33
[counterparty_hash:e1cb4e2da2],Оплаты систем автоматизации,,"р.3 000,00",15.08.2024,,,2024,8,33
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",08.08.2024,,,2024,8,32
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",19.08.2024,,,2024,8,34
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",14.08.2024,,,2024,8,33
[counterparty_hash:810942d5fa],Телекоммуникации,,"р.5 000,00",28.08.2024,,,2024,8,35
[counterparty_hash:2c9dd7c496],Телекоммуникации,,"р.2 500,00",28.08.2024,,,2024,8,35
[counterparty_hash:3b5286b1f7],Комиссия агрегатору,,"р.6 000,00",14.08.2024,,,2024,8,33
[counterparty_hash:2d609b655e],SEO-оптимизация,,"р.10 000,00",27.08.2024,,,2024,8,35
[counterparty_hash:48d0f61ee3],Аренда склада,,"р.4 000,00",,,,,,
[counterparty_hash:5825737bc2],Прочие маркетинговые услуги,,,,,,,,
[counterparty_hash:856bc7fd96],Поиск и найм персонала,,"р.4 000,00",15.08.2024,,,2024,8,33
[counterparty_hash:a079b1ede6],РКО,,"р.6 000,00",28.08.2024,,,2024,8,35
[counterparty_hash:f76017a261],Транспортные услуги,,"р.7 000,00",15.08.2024,,,2024,8,33
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.114 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.160 000,00",13.09.2024,,,2024,9,37
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.100 000,00",20.09.2024,,,2024,9,38
[counterparty_hash:01761130fc],Оплата поставщикам ,,"р.110 000,00",27.09.2024,,,2024,9,39
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.150 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.80 000,00",13.09.2024,,,2024,9,37
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.90 000,00",20.09.2024,,,2024,9,38
[counterparty_hash:81088c4e1c],Оплата поставщикам ,,"р.80 000,00",27.09.2024,,,2024,9,39
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.32 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.60 000,00",13.09.2024,,,2024,9,37
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.25 000,00",20.09.2024,,,2024,9,38
[counterparty_hash:55d2a5f343],Оплата поставщикам ,,"р.30 000,00",27.09.2024,,,2024,9,39
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.68 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.25 000,00",13.09.2024,,,2024,9,37
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.38 000,00",20.09.2024,,,2024,9,38
[counterparty_hash:4b0e39f45b],Оплата поставщикам ,,"р.30 000,00",27.09.2024,,,2024,9,39
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.70 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.50 000,00",13.09.2024,,,2024,9,37
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.50 000,00",20.09.2024,,,2024,9,38
[counterparty_hash:c7da8c8c1f],Оплата поставщикам ,,"р.50 000,00",27.09.2024,,,2024,9,39
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.40 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.30 000,00",13.09.2024,,,2024,9,37
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.25 000,00",20.09.2024,,,2024,9,38
[counterparty_hash:acffbdf399],Оплата поставщикам ,,"р.25 000,00",27.09.2024,,,2024,9,39
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:64b5ca4d90],Оплата поставщикам ,,,,,,,,
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.8 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.8 000,00",13.09.2024,,,2024,9,37
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.8 000,00",20.09.2024,,,2024,9,38
[counterparty_hash:1340ea64e9],Оплата поставщикам ,,"р.8 000,00",27.09.2024,,,2024,9,39
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.30 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",13.09.2024,,,2024,9,37
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.30 000,00",20.09.2024,,,2024,9,38
[counterparty_hash:2a84eb0be0],Оплата поставщикам ,,"р.40 000,00",27.09.2024,,,2024,9,39
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.160 000,00",03.09.2024,,,2024,9,36
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.175 000,00",10.09.2024,,,2024,9,37
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",17.09.2024,,,2024,9,38
[counterparty_hash:856bc7fd96],Зарплата производственного персонала,,"р.180 000,00",24.09.2024,,,2024,9,39
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.40 000,00",04.09.2024,,,2024,9,36
[counterparty_hash:9d002889b3],Зарплата административного персонала,,"р.20 000,00",04.09.2024,,,2024,9,36
[counterparty_hash:913fe52b19],Зарплата административного персонала,,"р.20 000,00",09.09.2024,,,2024,9,37
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.75 000,00",02.09.2024,,,2024,9,36
[counterparty_hash:856bc7fd96],Зарплата административного персонала,,"р.75 000,00",16.09.2024,,,2024,9,38
[counterparty_hash:913fe52b19],Дивиденды,,"р.35 000,00",10.09.2024,,,2024,9,37
[counterparty_hash:9d002889b3],Дивиденды,,"р.35 000,00",10.09.2024,,,2024,9,37
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",03.09.2024,,,2024,9,36
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",10.09.2024,,,2024,9,37
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.75 000,00",17.09.2024,,,2024,9,38
[counterparty_hash:856bc7fd96],Курьерская служба -,,"р.80 000,00",24.09.2024,,,2024,9,39
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",03.09.2024,,,2024,9,36
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",10.09.2024,,,2024,9,37
[counterparty_hash:a079b1ede6],Эквайринг,,"р.10 000,00",17.09.2024,,,2024,9,38
[counterparty_hash:a079b1ede6],Эквайринг,,"р.9 000,00",24.09.2024,,,2024,9,39
[counterparty_hash:2d609b655e],Контекстная реклама,,"р.40 000,00",24.09.2024,,,2024,9,39
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.56 000,00",06.09.2024,,,2024,9,36
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.130 000,00",23.09.2024,,,2024,9,39
[counterparty_hash:48d0f61ee3],Аренда торговых точек,,"р.100 000,00",28.09.2024,,,2024,9,39
[counterparty_hash:856bc7fd96],Расходы на питание персонала,,"р.5 500,00",03.09.2024,,,2024,9,36
