 Регистрация категорий,,,,,Особоые условия по депозитам (Для внештатников проставь НУЛИ),,,,Выдача депозитов,,,,Регистрация вступления в должность старших поваров,,,,Регистрация штрафов и премий,,,,
Дата постановки на категорию,Имя сотрудника,Должность,Категория,,Имя сотрудника,Требуемый депозит (указать при особых условиях),Сумма удержания (указать при особых условиях),,Имя сотрудника,Депозит при уволнении,Коэффициент выдачи ,,Дата вступления в должность,Имя сотрудника,Надбавка,,Дата,Имя сотрудника,Сумма,Вид начисления/списания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.11.2025,employee_c82e1942fd,81,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.11.2025,employee_3fa5f3a2b5,54,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.11.2025,employee_8b0eb48cc4,107,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.12.2025,employee_abf859686b,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.12.2025,employee_1bd2e1ad1c,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.12.2025,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.12.2025,employee_c82e1942fd,5000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,26.11.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.11.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.11.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.11.2025,employee_b3338b123c,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.11.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.11.2025,employee_51247484d7,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,30.11.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.12.2025,employee_44aa735d3b,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.12.2025,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.12.2025,employee_abf859686b,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.12.2025,employee_3fa5f3a2b5,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.12.2025,employee_f420556a57,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.12.2025,employee_3c4a629691,161,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,06.12.2025,employee_3fa5f3a2b5,171,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,06.12.2025,employee_c82e1942fd,185,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,06.12.2025,employee_1bd2e1ad1c,66,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,06.12.2025,employee_f420556a57,230,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,02.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.12.2025,employee_a285bf7cad,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,07.12.2025,employee_abf859686b,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.12.2025,employee_c82e1942fd,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.12.2025,employee_abf859686b,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.12.2025,employee_3fa5f3a2b5,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.12.2025,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.12.2025,employee_c82e1942fd,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,07.12.2025,employee_abf859686b,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,07.12.2025,employee_1bd2e1ad1c,200,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,07.12.2025,employee_3fa5f3a2b5,200,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,09.12.2025,employee_c82e1942fd,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.12.2025,employee_1bd2e1ad1c,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.12.2025,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.12.2025,employee_1bd2e1ad1c,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.12.2025,employee_c82e1942fd,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.12.2025,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_abf859686b,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_3fa5f3a2b5,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_1bd2e1ad1c,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_c82e1942fd,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,11.12.2025,employee_b3338b123c,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,11.12.2025,employee_a285bf7cad,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,11.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,13.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,15.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_51247484d7,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,15.12.2025,employee_abf859686b,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_1bd2e1ad1c,53,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_c82e1942fd,96,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_abf859686b,65,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,12.12.2025,employee_908545f9b4,205,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,15.12.2025,employee_3c4a629691,800,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,15.12.2025,employee_3fa5f3a2b5,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,22.12.2025,employee_51247484d7,1277,Удержание НДФЛ,[redacted_comment]
,,,,,,,,,,,,,,,,,05.01.2026,employee_51247484d7,1277,Удержание НДФЛ,[redacted_comment]
,,,,,,,,,,,,,,,,,19.12.2025,employee_44aa735d3b,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.12.2025,employee_908545f9b4,2000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.12.2025,employee_1bd2e1ad1c,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.12.2025,employee_c82e1942fd,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.12.2025,employee_c82e1942fd,239,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,20.12.2025,employee_44aa735d3b,108,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,20.12.2025,employee_abf859686b,83,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,20.12.2025,employee_1bd2e1ad1c,342,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,20.12.2025,employee_9594b695e2,345,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,16.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,18.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.12.2025,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.12.2025,employee_c82e1942fd,110,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.12.2025,employee_44aa735d3b,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.12.2025,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.12.2025,employee_62c77ec038,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.12.2025,employee_dfa826d51c,3500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.12.2025,employee_dfa826d51c,3500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.12.2025,employee_c82e1942fd,1000,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,29.12.2025,employee_3c4a629691,422,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,23.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,26.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.12.2025,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.12.2025,employee_dfa826d51c,1560,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_51247484d7,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_2dcfa0649d,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.01.2026,employee_c82e1942fd,700,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.01.2026,employee_a321587054,2000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,30.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,30.12.2025,employee_dfa826d51c,2500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_62c77ec038,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_abf859686b,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_c82e1942fd,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_1bd2e1ad1c,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_3c4a629691,400,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_908545f9b4,400,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.01.2026,employee_51247484d7,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.01.2026,employee_a285bf7cad,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.12.2025,employee_a321587054,3000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,05.01.2026,employee_dfa826d51c,2500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.01.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.01.2026,employee_c82e1942fd,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.01.2026,employee_1bd2e1ad1c,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_9b36065fce,549,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_1bd2e1ad1c,263,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_62c77ec038,213,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_f420556a57,130,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_a285bf7cad,40,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_abf859686b,1770,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_8b0eb48cc4,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_44aa735d3b,375,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,12.01.2026,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,07.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,11.01.2026,employee_51247484d7,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.01.2026,employee_51247484d7,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,11.01.2026,employee_b3338b123c,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.01.2026,employee_b3338b123c,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,13.01.2026,employee_f07b0e77a2,444,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,13.01.2026,employee_c82e1942fd,78,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,13.01.2026,employee_abf859686b,110,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,13.01.2026,employee_c82e1942fd,110,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,13.01.2026,employee_8b0eb48cc4,110,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,13.01.2026,employee_44aa735d3b,110,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,13.01.2026,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.01.2026,employee_c82e1942fd,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,15.01.2025,employee_1bd2e1ad1c,200,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,15.01.2025,employee_c82e1942fd,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,15.01.2025,employee_908545f9b4,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,15.01.2025,employee_1bd2e1ad1c,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,18.01.2026,employee_abf859686b,233,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,18.01.2026,employee_64c46f16b7,77,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,18.01.2026,employee_3c4a629691,303,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,18.01.2026,employee_51247484d7,348,Удержание НДФЛ,[redacted_comment]
,,,,,,,,,,,,,,,,,16.02.2026,employee_51247484d7,1625,Удержание НДФЛ,
,,,,,,,,,,,,,,,,,19.01.2026,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,13.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.01.2026,employee_51247484d7,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,18.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.01.2026,employee_b3338b123c,160,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.01.2026,employee_908545f9b4,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.01.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.02.2026,employee_51247484d7,10000,Больничные и отпуска и пособия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.01.2026,employee_b3338b123c,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,26.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.01.2026,employee_51247484d7,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_abf859686b,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_62c77ec038,33,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_44aa735d3b,140,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_53a5b186a9,324,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_9b36065fce,173,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_64c46f16b7,50,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_f07b0e77a2,168,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.01.2026,employee_64c46f16b7,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.01.2026,employee_dfa826d51c,3300,Премия,
,,,,,,,,,,,,,,,,,25.01.2026,employee_64c46f16b7,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.01.2026,employee_f07b0e77a2,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.01.2026,employee_abf859686b,5000,Больничные и отпуска и пособия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.01.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,29.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,30.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.01.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.01.2026,employee_f420556a57,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.01.2026,employee_3c4a629691,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.01.2026,employee_53a5b186a9,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,31.01.2026,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,31.01.2026,employee_908545f9b4,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.02.2026,employee_b3338b123c,50,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.02.2026,employee_51247484d7,50,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.02.2026,employee_2dcfa0649d,50,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.02.2026,employee_a285bf7cad,50,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,31.01.2026,employee_dfa826d51c,7300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,03.02.2026,employee_abf859686b,550,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,03.02.2026,employee_f420556a57,200,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,03.02.2026,employee_44aa735d3b,150,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,04.02.2026,employee_44aa735d3b,2000,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,04.02.2026,employee_53a5b186a9,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,06.02.2026,employee_44aa735d3b,5000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.02.2026,employee_abf859686b,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,06.02.2026,employee_3c4a629691,800,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,06.02.2026,employee_62c77ec038,109,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,06.02.2026,employee_64c46f16b7,182,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,06.02.2026,employee_9b36065fce,198,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,03.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,04.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,08.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,09.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.02.2026,employee_51247484d7,150,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,10.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,15.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,12.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,13.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,14.02.2026,employee_32048cf02a,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,14.02.2026,employee_9b36065fce,320,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,16.02.2026,employee_3c4a629691,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.02.2026,employee_44aa735d3b,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,14.02.2026,employee_dfa826d51c,4000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,16.02.2026,employee_abf859686b,2000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,18.02.2026,employee_abf859686b,200,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.02.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,18.02.2026,employee_f420556a57,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.02.2026,employee_908545f9b4,2000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.02.2026,employee_15b9fd024a,500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.02.2026,employee_3c4a629691,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.02.2026,employee_dfa826d51c,4000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,17.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,22.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,23.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,18.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,19.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,20.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,21.02.2026,employee_abf859686b,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,24.02.2026,employee_64c46f16b7,80,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,24.02.2026,employee_9b36065fce,50,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,24.02.2026,employee_3c4a629691,300,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,24.02.2026,employee_9b36065fce,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.03.2026,employee_3c4a629691,1500,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.03.2026,employee_908545f9b4,1000,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,24.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,25.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,26.02.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,27.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,28.02.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.03.2026,employee_b3338b123c,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,02.03.2026,employee_51247484d7,300,Премия,[redacted_comment]
,,,,,,,,,,,,,,,,,01.03.2026,employee_924cd1265f,500,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.03.2026,employee_9b36065fce,215,Штрафы и удержания,[redacted_comment]
,,,,,,,,,,,,,,,,,01.03.2026,employee_64c46f16b7,90,Штрафы и удержания,[redacted_comment]
